,l1,w2,Freq,dB
35284,5,1,2.413333333,-15.42264807
35285,6,1,2.426666667,-15.52821488
35286,7,1,2.44,-15.63339637
35287,8,1,2.453333333,-15.73818758
35288,9,1,2.466666667,-15.84258391
35289,1,2,2.48,-15.94658106
35290,2,2,2.493333333,-16.05017503
35291,3,2,2.506666667,-16.15351318
35292,4,2,2.52,-16.2629192
35293,5,2,2.533333333,-16.38095735
35294,6,2,2.546666667,-16.50842821
35295,7,2,2.56,-16.64622497
35296,8,2,2.573333333,-16.79534565
35297,9,2,2.586666667,-16.95690698
35298,1,3,2.6,-17.1321596
35299,2,3,2.613333333,-17.32250447
35300,3,3,2.626666667,-17.52950983
35301,4,3,2.64,-17.7549274
35302,5,3,2.653333333,-18.00070534
35303,6,3,2.666666667,-18.26899328
35304,7,3,2.68,-18.56213137
35305,8,3,2.693333333,-18.88260857
35306,9,3,2.706666667,-19.23296459
35307,1,4,2.72,-19.61559022
35308,2,4,2.733333333,-20.03234736
35309,3,4,2.746666667,-20.48387395
35310,4,4,2.76,-20.96834971
35311,4,4,2.773333333,-21.47937792
35312,4,4,2.786666667,-22.00253802
35313,4,4,2.8,-22.51031286
35314,5,4,2.813333333,-22.95611817
35315,6,4,2.826666667,-23.27108852
35316,7,4,2.84,-23.37175742
35317,8,4,2.853333333,-23.18620226
35318,9,4,2.866666667,-22.68977167
35319,1,5,2.88,-21.92085673
35320,2,5,2.893333333,-20.96041561
35321,3,5,2.906666667,-19.89644532
35322,4,5,2.92,-18.80109711
35323,5,5,2.933333333,-17.72570155
35324,6,5,2.946666667,-16.70517908
35325,7,5,2.96,-15.76427319
35326,8,5,2.973333333,-14.92245352
35327,9,5,2.986666667,-14.19687252
35328,1,6,3,-13.60357558
35329,2,6,3.013333333,-13.15730794
35330,3,6,3.026666667,-12.87030706
35331,4,6,3.04,-12.75056008
35332,5,6,3.053333333,-12.80004483
35333,6,6,3.066666667,-13.01328556
35334,7,6,3.08,-13.37608881
35335,8,6,3.093333333,-13.86377283
35336,9,6,3.106666667,-14.437985
35337,1,7,3.12,-15.04197607
35338,2,7,3.133333333,-15.59695112
35339,3,7,3.146666667,-16.00704989
35340,4,7,3.16,-16.18239814
35341,5,7,3.173333333,-16.07624611
35342,6,7,3.186666667,-15.7078303
35343,7,7,3.2,-15.14716691
35344,8,7,3.213333333,-14.47765356
35345,9,7,3.226666667,-13.7681537
35346,1,8,3.24,-13.06463821
35347,2,8,3.253333333,-12.39346796
35348,3,8,3.266666667,-11.76762734
35349,4,8,3.28,-11.19202236
35350,5,8,3.293333333,-10.66708681
35351,6,8,3.306666667,-10.19102229
35352,7,8,3.32,-9.761149336
35353,8,8,3.333333333,-9.374742438
35354,9,8,3.346666667,-9.029601109
35355,1,9,3.36,-8.724528655
35356,2,9,3.373333333,-8.459851581
35357,3,9,3.386666667,-8.238107829
35358,4,9,3.4,-8.065054701
35359,5,9,3.413333333,-7.951188038
35360,6,9,3.426666667,-7.913993822
35361,7,9,3.44,-7.981080545
35362,8,9,3.453333333,-8.193931691
35363,9,9,3.466666667,-8.61083459
35364,1,1,3.48,-9.305243843
35365,2,1,3.493333333,-10.35362789
35366,3,1,3.506666667,-11.80987193
35367,4,1,3.52,-13.68002117
35368,5,1,3.533333333,-15.94986027
35369,6,1,3.546666667,-18.7933723
35370,7,1,3.56,-23.31530008
35371,8,1,3.573333333,-34.01139992
35372,9,1,3.586666667,-22.28973283
35373,1,2,3.6,-15.67973906
35374,2,2,3.613333333,-12.25009189
35375,3,2,3.626666667,-10.34147316
35376,4,2,3.64,-9.23641357
35377,5,2,3.653333333,-8.572095285
35378,6,2,3.666666667,-8.174722464
35379,7,2,3.68,-7.972527801
35380,8,2,3.693333333,-7.955968009
35381,9,2,3.706666667,-8.16926304
35382,1,3,3.72,-8.724063808
35383,2,3,3.733333333,-9.800997672
35384,3,3,3.746666667,-11.31404159
35385,4,3,3.76,-11.51197147
35386,5,3,3.773333333,-10.0376751
35387,6,3,3.786666667,-9.946199678
35388,7,3,3.8,-12.43576183
35389,8,3,3.813333333,-19.69871238
35390,9,3,3.826666667,-21.85732472
35391,1,4,3.84,-12.97795328
35392,2,4,3.853333333,-9.188532145
35393,3,4,3.866666667,-7.216878512
35394,4,4,3.88,-6.312412697
35395,4,4,3.893333333,-6.201491913
35396,4,4,3.906666667,-6.579577757
35397,4,4,3.92,-6.990040575
35398,5,4,3.933333333,-7.064883819
35399,6,4,3.946666667,-6.756415086
35400,7,4,3.96,-6.228090844
35401,8,4,3.973333333,-5.653669779
35402,9,4,3.986666667,-5.15577775
35403,1,5,4,-4.824129474
35404,2,5,4.013333333,-4.682834439
35405,3,5,4.026666667,-4.77472766
35406,4,5,4.04,-5.15982426
35407,5,5,4.053333333,-5.897245912
35408,6,5,4.066666667,-7.073369371
35409,7,5,4.08,-8.883552601
35410,8,5,4.093333333,-11.82349836
35411,9,5,4.106666667,-17.09371127
35412,1,6,4.12,-23.27797993
35413,2,6,4.133333333,-18.07405621
35414,3,6,4.146666667,-15.2070229
35415,4,6,4.16,-13.87816687
35416,5,6,4.173333333,-12.69452182
35417,6,6,4.186666667,-10.88098445
35418,7,6,4.2,-8.508047943
35419,8,6,4.213333333,-8.859791903
35420,9,6,4.226666667,-12.57079356
35421,1,7,4.24,-15.76903857
35422,2,7,4.253333333,-19.55936145
35423,3,7,4.266666667,-19.74940718
35424,4,7,4.28,-13.48215478
35425,5,7,4.293333333,-10.57497213
35426,6,7,4.306666667,-8.382183152
35427,7,7,4.32,-6.527381213
35428,8,7,4.333333333,-5.059761187
35429,9,7,4.346666667,-4.147567844
35430,1,8,4.36,-3.898477771
35431,2,8,4.373333333,-4.226865872
35432,3,8,4.386666667,-5.086881665
35433,4,8,4.4,-5.911157951
35434,5,8,4.413333333,-5.102988817
35435,6,8,4.426666667,-5.095492436
35436,7,8,4.44,-6.922607813
35437,8,8,4.453333333,-10.18692272
35438,9,8,4.466666667,-11.766468
35439,1,9,4.48,-9.429676265
35440,2,9,4.493333333,-8.044099544
35441,3,9,4.506666667,-8.042646822
35442,4,9,4.52,-8.997393072
35443,5,9,4.533333333,-10.55965272
35444,6,9,4.546666667,-12.06614221
35445,7,9,4.56,-12.56339624
35446,8,9,4.573333333,-12.19291656
35447,9,9,4.586666667,-12.04612514
35448,1,1,4.6,-12.9838356
35449,2,1,4.613333333,-16.06735778
35450,3,1,4.626666667,-24.44493368
35451,4,1,4.64,-19.03448632
35452,5,1,4.653333333,-12.42389275
35453,6,1,4.666666667,-9.427961339
35454,7,1,4.68,-8.145780789
35455,8,1,4.693333333,-8.067245711
35456,9,1,4.706666667,-9.404813708
35457,1,2,4.72,-13.75198145
35458,2,2,4.733333333,-17.70099624
35459,3,2,4.746666667,-8.46775902
35460,4,2,4.76,-5.00180078
35461,5,2,4.773333333,-3.532188246
35462,6,2,4.786666667,-2.9512068
35463,7,2,4.8,-2.780987174
35464,8,2,4.813333333,-2.808943402
35465,9,2,4.826666667,-2.947692548
35466,1,3,4.84,-3.163803718
35467,2,3,4.853333333,-3.447729387
35468,3,3,4.866666667,-3.80170837
35469,4,3,4.88,-4.235108498
35470,5,3,4.893333333,-4.763042147
35471,6,3,4.906666667,-5.406720647
35472,7,3,4.92,-6.195170317
35473,8,3,4.933333333,-7.168671487
35474,9,3,4.946666667,-8.385241294
35475,1,4,4.96,-9.933600811
35476,2,4,4.973333333,-11.96210513
35477,3,4,4.986666667,-14.75411545
35478,4,4,5,-18.9732698
35479,4,4,5.013333333,-26.59762219
35480,4,4,5.026666667,-26.98054908
35481,4,4,5.04,-19.54972097
35482,5,4,5.053333333,-15.58904962
35483,6,4,5.066666667,-13.07815666
35484,7,4,5.08,-11.33850094
35485,8,4,5.093333333,-10.08226462
35486,9,4,5.106666667,-9.159688669
35487,1,5,5.12,-8.481806807
35488,2,5,5.133333333,-7.990829657
35489,3,5,5.146666667,-7.646822054
35490,4,5,5.16,-7.420940268
35491,5,5,5.173333333,-7.291651047
35492,6,5,5.186666667,-7.242444157
35493,7,5,5.2,-7.260356965
35494,8,5,5.213333333,-7.334973109
35495,9,5,5.226666667,-7.457715417
35496,1,6,5.24,-7.621331263
35497,2,6,5.253333333,-7.819509552
35498,3,6,5.266666667,-8.046591575
35499,4,6,5.28,-8.297351739
35500,5,6,5.293333333,-8.566833007
35501,6,6,5.306666667,-8.85022783
35502,7,6,5.32,-9.142799555
35503,8,6,5.333333333,-9.43984212
35504,9,6,5.346666667,-9.736677462
35505,1,7,5.36,-10.02869036
35506,2,7,5.373333333,-10.31139921
35507,3,7,5.386666667,-10.58055852
35508,4,7,5.4,-10.83228491
35509,5,7,5.413333333,-11.0631941
35510,6,7,5.426666667,-11.2705323
35511,7,7,5.44,-11.45228419
35512,8,7,5.453333333,-11.60724093
35513,9,7,5.466666667,-11.73501687
35514,1,8,5.48,-11.83601126
35515,2,8,5.493333333,-11.91132001
35516,3,8,5.506666667,-11.9629979
35517,4,8,5.52,-11.9930612
35518,5,8,5.533333333,-12.00288673
35519,6,8,5.546666667,-11.99454251
35520,7,8,5.56,-11.97035099
35521,8,8,5.573333333,-11.93272815
35522,9,8,5.586666667,-11.88405328
35523,1,9,5.6,-11.82657334
35524,2,9,5.613333333,-11.76234077
35525,3,9,5.626666667,-11.69317968
35526,4,9,5.64,-11.62067446
35527,5,9,5.653333333,-11.54617417
35528,6,9,5.666666667,-11.47080745
35529,7,9,5.68,-11.39550331
35530,8,9,5.693333333,-11.32101454
35531,9,9,5.706666667,-11.2479415
35532,1,1,5.72,-11.17675485
35533,2,1,5.733333333,-11.10781627
35534,3,1,5.746666667,-11.04139704
35535,4,1,5.76,-10.97769406
35536,5,1,5.773333333,-10.91684364
35537,6,1,5.786666667,-10.8589331
35538,7,1,5.8,-10.80401057
35539,8,1,5.813333333,-10.75209295
35540,9,1,5.826666667,-10.7031726
35541,1,2,5.84,-10.65722273
35542,2,2,5.853333333,-10.61420185
35543,3,2,5.866666667,-10.57405726
35544,4,2,5.88,-10.53672803
35545,5,2,5.893333333,-10.5021472
35546,6,2,5.906666667,-10.47024368
35547,7,2,5.92,-10.44094367
35548,8,2,5.933333333,-10.41417183
35549,9,2,5.946666667,-10.38985218
35550,1,3,5.96,-10.36790876
35551,2,3,5.973333333,-10.3482662
35552,3,3,5.986666667,-10.33085013
35553,4,3,6,-10.31558744
35554,5,3,6.013333333,-10.30240652
35555,6,3,6.026666667,-10.29123744
35556,7,3,6.04,-10.28201198
35557,8,3,6.053333333,-10.27466378
35558,9,3,6.066666667,-10.26912831
35559,1,4,6.08,-10.26534286
35560,2,4,6.093333333,-10.2632466
35561,3,4,6.106666667,-10.26278048
35562,4,4,6.12,-10.26388722
35563,4,4,6.133333333,-10.2665113
35564,4,4,6.146666667,-10.27059883
35565,4,4,6.16,-10.27609759
35566,5,4,6.173333333,-10.2829569
35567,6,4,6.186666667,-10.29112762
35568,7,4,6.2,-10.30056206
35569,8,4,6.213333333,-10.31121394
35570,9,4,6.226666667,-10.32303834
35571,1,5,6.24,-10.33599164
35572,2,5,6.253333333,-10.3500315
35573,3,5,6.266666667,-10.36511677
35574,4,5,6.28,-10.38120746
35575,5,5,6.293333333,-10.39826472
35576,6,5,6.306666667,-10.41625077
35577,7,5,6.32,-10.43512888
35578,8,5,6.333333333,-10.45486331
35579,9,5,6.346666667,-10.47541932
35580,1,6,6.36,-10.49676308
35581,2,6,6.373333333,-10.51886166
35582,3,6,6.386666667,-10.54168302
35583,4,6,6.4,-10.56519596
35584,5,6,6.413333333,-10.5893701
35585,6,6,6.426666667,-10.61417583
35586,7,6,6.44,-10.63958433
35587,8,6,6.453333333,-10.66556752
35588,9,6,6.466666667,-10.69209801
35589,1,7,6.48,-10.71914915
35590,2,7,6.493333333,-10.74669492
35591,3,7,6.506666667,-10.77470998
35592,4,7,6.52,-10.80316963
35593,5,7,6.533333333,-10.83204977
35594,6,7,6.546666667,-10.86132691
35595,7,7,6.56,-10.89097813
35596,8,7,6.573333333,-10.92098109
35597,9,7,6.586666667,-10.95131398
35598,1,8,6.6,-10.98195553
35599,2,8,6.613333333,-11.012885
35600,3,8,6.626666667,-11.04408213
35601,4,8,6.64,-11.07552715
35602,5,8,6.653333333,-11.10720079
35603,6,8,6.666666667,-11.13908421
35604,7,8,6.68,-11.17115904
35605,8,8,6.693333333,-11.20340732
35606,9,8,6.706666667,-11.23581153
35607,1,9,6.72,-11.26835456
35608,2,9,6.733333333,-11.30101969
35609,3,9,6.746666667,-11.3337906
35610,4,9,6.76,-11.36665133
35611,5,9,6.773333333,-11.39958629
35612,6,9,6.786666667,-11.43258026
35613,7,9,6.8,-11.46561835
35614,8,9,6.813333333,-11.49868599
35615,9,9,6.826666667,-11.53176898
35616,1,1,6.84,-11.56485338
35617,2,1,6.853333333,-11.59792559
35618,3,1,6.866666667,-11.63097231
35619,4,1,6.88,-11.66398051
35620,5,1,6.893333333,-11.69693746
35621,6,1,6.906666667,-11.72983069
35622,7,1,6.92,-11.76264798
35623,8,1,6.933333333,-11.79537741
35624,9,1,6.946666667,-11.82800726
35625,1,2,6.96,-11.86052609
35626,2,2,6.973333333,-11.89292266
35627,3,2,6.986666667,-11.925186
35628,4,2,7,-11.95730534
35629,5,2,1,-4.942584646
35630,6,2,1.013333333,-4.996646585
35631,7,2,1.026666667,-5.052059415
35632,8,2,1.04,-5.108807302
35633,9,2,1.053333333,-5.166872145
35634,1,3,1.066666667,-5.226233626
35635,2,3,1.08,-5.286869243
35636,3,3,1.093333333,-5.348754328
35637,4,3,1.106666667,-5.411862043
35638,5,3,1.12,-5.476163339
35639,6,3,1.133333333,-5.541626875
35640,7,3,1.146666667,-5.608218872
35641,8,3,1.16,-5.675902892
35642,9,3,1.173333333,-5.744639503
35643,1,4,1.186666667,-5.814385806
35644,2,4,1.2,-5.885094755
35645,3,4,1.213333333,-5.95671421
35646,4,4,1.226666667,-6.029185607
35647,4,4,1.24,-6.102442105
35648,4,4,1.253333333,-6.176405982
35649,4,4,1.266666667,-6.250984984
35650,5,4,1.28,-6.326067176
35651,6,4,1.293333333,-6.401513738
35652,7,4,1.306666667,-6.477149055
35653,8,4,1.32,-6.552747822
35654,9,4,1.333333333,-6.628021045
35655,1,5,1.346666667,-6.702611725
35656,2,5,1.36,-6.776146433
35657,3,5,1.373333333,-6.84853703
35658,4,5,1.386666667,-6.921415454
35659,5,5,1.4,-7.00530662
35660,6,5,1.413333333,-7.159649801
35661,7,5,1.426666667,-7.644653038
35662,8,5,1.44,-8.185560623
35663,9,5,1.453333333,-8.095137385
35664,1,6,1.466666667,-8.022176275
35665,2,6,1.48,-8.032861079
35666,3,6,1.493333333,-8.093308267
35667,4,6,1.506666667,-8.188308592
35668,5,6,1.52,-8.313635858
35669,6,6,1.533333333,-8.454906817
35670,7,6,1.546666667,-8.480599134
35671,8,6,1.56,-8.182235434
35672,9,6,1.573333333,-8.065176518
35673,1,7,1.586666667,-8.155873198
35674,2,7,1.6,-8.280280313
35675,3,7,1.613333333,-8.401651471
35676,4,7,1.626666667,-8.516576592
35677,5,7,1.64,-8.626334276
35678,6,7,1.653333333,-8.73236046
35679,7,7,1.666666667,-8.835711017
35680,8,7,1.68,-8.937172585
35681,9,7,1.693333333,-9.037562135
35682,1,8,1.706666667,-9.138453241
35683,2,8,1.72,-9.244642102
35684,3,8,1.733333333,-9.375030045
35685,4,8,1.746666667,-9.624791576
35686,5,8,1.76,-10.46980671
35687,6,8,1.773333333,-11.07183885
35688,7,8,1.786666667,-10.66294804
35689,8,8,1.8,-10.49286606
35690,9,8,1.813333333,-10.47409429
35691,1,9,1.826666667,-10.52022468
35692,2,9,1.84,-10.59825935
35693,3,9,1.853333333,-10.69440328
35694,4,9,1.866666667,-10.80212977
35695,5,9,1.88,-10.91801618
35696,6,9,1.893333333,-11.04010785
35697,7,9,1.906666667,-11.16719625
35698,8,9,1.92,-11.2984636
35699,9,9,1.933333333,-11.43328532
35700,1,1,1.946666667,-11.57110031
35701,2,1,1.96,-11.71130306
35702,3,1,1.973333333,-11.8531255
35703,4,1,1.986666667,-11.9954739
35704,5,1,2,-12.13666562
35705,6,1,2.013333333,-12.27395746
35706,7,1,2.026666667,-12.40262621
35707,8,1,2.04,-12.5140266
35708,9,1,2.053333333,-12.59115809
35709,1,2,2.066666667,-12.59787096
35710,2,2,2.08,-12.45027067
35711,3,2,2.093333333,-11.95633653
35712,4,2,2.106666667,-20.19855181
35713,5,2,2.12,-17.79576269
35714,6,2,2.133333333,-16.27486081
35715,7,2,2.146666667,-16.00776216
35716,8,2,2.16,-16.04607359
35717,9,2,2.173333333,-16.21230763
35718,1,3,2.186666667,-16.45111018
35719,2,3,2.2,-16.74073087
35720,3,3,2.213333333,-17.07183488
35721,4,3,2.226666667,-17.44077019
35722,5,3,2.24,-17.8471177
35723,6,3,2.253333333,-18.29289369
35724,7,3,2.266666667,-18.78269313
35725,8,3,2.28,-19.32498506
35726,9,3,2.293333333,-19.93748352
35727,1,4,2.306666667,-20.70967908
35728,2,4,2.32,-21.19016811
35729,3,4,2.333333333,-22.17109773
35730,4,4,2.346666667,-23.27883928
35731,4,4,2.36,-24.66624739
35732,4,4,2.373333333,-26.51580733
35733,4,4,2.386666667,-29.1692066
35734,5,4,2.4,-33.17094316
35735,6,4,2.413333333,-35.47519017
35736,7,4,2.426666667,-29.68766329
35737,8,4,2.44,-24.25983295
35738,9,4,2.453333333,-19.98607099
35739,1,5,2.466666667,-16.4313611
35740,2,5,2.48,-13.63129834
35741,3,5,2.493333333,-12.07461039
35742,4,5,2.506666667,-11.9971693
35743,5,5,2.52,-12.53034593
35744,6,5,2.533333333,-12.55389052
35745,7,5,2.546666667,-10.95559244
35746,8,5,2.56,-10.03184123
35747,9,5,2.573333333,-12.04565649
35748,1,6,2.586666667,-13.97499566
35749,2,6,2.6,-15.38172109
35750,3,6,2.613333333,-16.48790049
35751,4,6,2.626666667,-17.44203281
35752,5,6,2.64,-18.31214183
35753,6,6,2.653333333,-19.11213569
35754,7,6,2.666666667,-19.8294419
35755,8,6,2.68,-20.4480437
35756,9,6,2.693333333,-20.95715065
35757,1,7,2.706666667,-21.34952617
35758,2,7,2.72,-21.61847529
35759,3,7,2.733333333,-21.75761987
35760,4,7,2.746666667,-21.7633733
35761,5,7,2.76,-21.63851991
35762,6,7,2.773333333,-21.39494624
35763,7,7,2.786666667,-21.05384816
35764,8,7,2.8,-20.64281733
35765,9,7,2.813333333,-20.19076397
35766,1,8,2.826666667,-19.72272979
35767,2,8,2.84,-19.25654401
35768,3,8,2.853333333,-18.80211687
35769,4,8,2.866666667,-18.36282999
35770,5,8,2.88,-17.93781353
35771,6,8,2.893333333,-17.5240519
35772,7,8,2.906666667,-17.1178076
35773,8,8,2.92,-16.71532965
35774,9,8,2.933333333,-16.31303808
35775,1,9,2.946666667,-15.9074017
35776,2,9,2.96,-15.49466611
35777,3,9,2.973333333,-15.07051794
35778,4,9,2.986666667,-14.62972166
35779,5,9,3,-14.16573984
35780,6,9,3.013333333,-13.67034451
35781,7,9,3.026666667,-13.13324613
35782,8,9,3.04,-12.54181587
35783,9,9,3.053333333,-11.8810774
35784,1,1,3.066666667,-11.13434505
35785,2,1,3.08,-10.2852796
35786,3,1,3.093333333,-9.322907269
35787,4,1,3.106666667,-8.252531399
35788,5,1,3.12,-7.117028006
35789,6,1,3.133333333,-6.029947518
35790,7,1,3.146666667,-5.197038273
35791,8,1,3.16,-4.850976186
35792,9,1,3.173333333,-5.074878927
35793,1,2,3.186666667,-5.725274628
35794,2,2,3.2,-6.577971485
35795,3,2,3.213333333,-7.471878149
35796,4,2,3.226666667,-8.33013766
35797,5,2,3.24,-9.129143924
35798,6,2,3.253333333,-9.872990777
35799,7,2,3.266666667,-10.57494033
35800,8,2,3.28,-11.22820579
35801,9,2,3.293333333,-11.82510583
35802,1,3,3.306666667,-12.33701171
35803,2,3,3.32,-12.69414688
35804,3,3,3.333333333,-12.77153361
35805,4,3,3.346666667,-12.41663378
35806,5,3,3.36,-11.55079165
35807,6,3,3.373333333,-10.27239317
35808,7,3,3.386666667,-8.838437506
35809,8,3,3.4,-7.564839507
35810,9,3,3.413333333,-6.739833178
35811,1,4,3.426666667,-6.538959347
35812,2,4,3.44,-6.968551414
35813,3,4,3.453333333,-7.918284496
35814,4,4,3.466666667,-9.270077395
35815,4,4,3.48,-10.94710048
35816,4,4,3.493333333,-12.85536232
35817,4,4,3.506666667,-14.65223507
35818,5,4,3.52,-15.46055204
35819,6,4,3.533333333,-14.74607805
35820,7,4,3.546666667,-13.37652824
35821,8,4,3.56,-12.22703428
35822,9,4,3.573333333,-11.53316809
35823,1,5,3.586666667,-11.19441277
35824,2,5,3.6,-10.95112412
35825,3,5,3.613333333,-10.52122196
35826,4,5,3.626666667,-9.937968678
35827,5,5,3.64,-9.507485638
35828,6,5,3.653333333,-9.447006933
35829,7,5,3.666666667,-9.781947522
35830,8,5,3.68,-10.30888476
35831,9,5,3.693333333,-10.70863601
35832,1,6,3.706666667,-10.91192581
35833,2,6,3.72,-11.20895381
35834,3,6,3.733333333,-12.03152986
35835,4,6,3.746666667,-13.71755494
35836,5,6,3.76,-15.91112562
35837,6,6,3.773333333,-16.10396982
35838,7,6,3.786666667,-13.73482481
35839,8,6,3.8,-11.79870695
35840,9,6,3.813333333,-11.7463931
35841,1,7,3.826666667,-14.96420552
35842,2,7,3.84,-24.33685495
35843,3,7,3.853333333,-16.76607727
35844,4,7,3.866666667,-11.49776272
35845,5,7,3.88,-9.206990269
35846,6,7,3.893333333,-8.385143191
35847,7,7,3.906666667,-8.52273757
35848,8,7,3.92,-9.358584945
35849,9,7,3.933333333,-10.58782519
35850,1,8,3.946666667,-11.48650623
35851,2,8,3.96,-11.09475849
35852,3,8,3.973333333,-9.715036115
35853,4,8,3.986666667,-8.367194618
35854,5,8,4,-7.461469873
35855,6,8,4.013333333,-6.884795969
35856,7,8,4.026666667,-6.432211883
35857,8,8,4.04,-6.186779011
35858,9,8,4.053333333,-6.231806239
35859,1,9,4.066666667,-6.615634832
35860,2,9,4.08,-7.32394762
35861,3,9,4.093333333,-8.286545651
35862,4,9,4.106666667,-9.413578771
35863,5,9,4.12,-10.64143846
35864,6,9,4.133333333,-12.00299083
35865,7,9,4.146666667,-13.77535193
35866,8,9,4.16,-16.58547352
35867,9,9,4.173333333,-19.29674614
35868,1,1,4.186666667,-16.3558883
35869,2,1,4.2,-12.39539789
35870,3,1,4.213333333,-9.494469327
35871,4,1,4.226666667,-7.572273355
35872,5,1,4.24,-7.07879131
35873,6,1,4.253333333,-9.083271881
35874,7,1,4.266666667,-12.11587795
35875,8,1,4.28,-8.695545533
35876,9,1,4.293333333,-8.186243279
35877,1,2,4.306666667,-8.639902099
35878,2,2,4.32,-8.491233781
35879,3,2,4.333333333,-7.396644064
35880,4,2,4.346666667,-5.50159535
35881,5,2,4.36,-4.392909578
35882,6,2,4.373333333,-5.01975744
35883,7,2,4.386666667,-6.165292847
35884,8,2,4.4,-7.70004162
35885,9,2,4.413333333,-9.026065067
35886,1,3,4.426666667,-7.476388869
35887,2,3,4.44,-6.138582952
35888,3,3,4.453333333,-7.108710386
35889,4,3,4.466666667,-9.024665047
35890,5,3,4.48,-9.304626437
35891,6,3,4.493333333,-7.611672251
35892,7,3,4.506666667,-7.119712247
35893,8,3,4.52,-8.120619548
35894,9,3,4.533333333,-10.13967129
35895,1,4,4.546666667,-13.087118
35896,2,4,4.56,-17.11088185
35897,3,4,4.573333333,-20.81524443
35898,4,4,4.586666667,-18.94895611
35899,4,4,4.6,-15.46258292
35900,4,4,4.613333333,-12.95194731
35901,4,4,4.626666667,-11.23232447
35902,5,4,4.64,-10.04242666
35903,6,4,4.653333333,-9.220800673
35904,7,4,4.666666667,-8.669341429
35905,8,4,4.68,-8.327193656
35906,9,4,4.693333333,-8.157197102
35907,1,5,4.706666667,-8.139221908
35908,2,5,4.72,-8.267556177
35909,3,5,4.733333333,-8.551431398
35910,4,5,4.746666667,-9.019060543
35911,5,5,4.76,-9.777699196
35912,6,5,4.773333333,-10.6933681
35913,7,5,4.786666667,-11.15915114
35914,8,5,4.8,-9.348741763
35915,9,5,4.813333333,-6.00695023
35916,1,6,4.826666667,-4.7758311
35917,2,6,4.84,-5.348534714
35918,3,6,4.853333333,-6.366206059
35919,4,6,4.866666667,-7.433054638
35920,5,6,4.88,-8.505369657
35921,6,6,4.893333333,-9.60459161
35922,7,6,4.906666667,-10.75719054
35923,8,6,4.92,-11.98207527
35924,9,6,4.933333333,-13.28249486
35925,1,7,4.946666667,-14.62928855
35926,2,7,4.96,-15.92706761
35927,3,7,4.973333333,-16.97181255
35928,4,7,4.986666667,-17.47604176
35929,5,7,5,-17.26734812
35930,6,7,5.013333333,-16.47235627
35931,7,7,5.026666667,-15.37961693
35932,8,7,5.04,-14.21727457
35933,9,7,5.053333333,-13.10190623
35934,1,8,5.066666667,-12.0779644
35935,2,8,5.08,-11.15583596
35936,3,8,5.093333333,-10.33226746
35937,4,8,5.106666667,-9.599506606
35938,5,8,5.12,-8.949061659
35939,6,8,5.133333333,-8.373124714
35940,7,8,5.146666667,-7.865021164
35941,8,8,5.16,-7.419268613
35942,9,8,5.173333333,-7.031490897
35943,1,9,5.186666667,-6.698288898
35944,2,9,5.2,-6.417108307
35945,3,9,5.213333333,-6.186118108
35946,4,9,5.226666667,-6.004102349
35947,5,9,5.24,-5.870362995
35948,6,9,5.253333333,-5.784629683
35949,7,9,5.266666667,-5.746971358
35950,8,9,5.28,-5.757704389
35951,9,9,5.293333333,-5.817291476
35952,1,1,5.306666667,-5.926225433
35953,2,1,5.32,-6.084891641
35954,3,1,5.333333333,-6.293402581
35955,4,1,5.346666667,-6.551397469
35956,5,1,5.36,-6.857799661
35957,6,1,5.373333333,-7.210524959
35958,7,1,5.386666667,-7.606136315
35959,8,1,5.4,-8.039447739
35960,9,1,5.413333333,-8.503096836
35961,1,2,5.426666667,-8.987137868
35962,2,2,5.44,-9.478760616
35963,3,2,5.453333333,-9.962310886
35964,4,2,5.466666667,-10.41984899
35965,5,2,5.48,-10.83246884
35966,6,2,5.493333333,-11.18242599
35967,7,2,5.506666667,-11.4739467
35968,8,2,5.52,-11.7198548
35969,9,2,5.533333333,-11.90353979
35970,1,3,5.546666667,-12.02364086
35971,2,3,5.56,-12.08304394
35972,3,3,5.573333333,-12.08796482
35973,4,3,5.586666667,-12.04668162
35974,5,3,5.6,-11.96826814
35975,6,3,5.613333333,-11.86158006
35976,7,3,5.626666667,-11.73459502
35977,8,3,5.64,-11.59408578
35978,9,3,5.653333333,-11.44554312
35979,1,4,5.666666667,-11.29325442
35980,2,4,5.68,-11.14046024
35981,3,4,5.693333333,-10.98953578
35982,4,4,5.706666667,-10.84216655
35983,4,4,5.72,-10.69950315
35984,4,4,5.733333333,-10.56229027
35985,4,4,5.746666667,-10.43097009
35986,5,4,5.76,-10.30576326
35987,6,4,5.773333333,-10.18673089
35988,7,4,5.786666667,-10.07382152
35989,8,4,5.8,-9.966906233
35990,9,4,5.813333333,-9.865804564
35991,1,5,5.826666667,-9.770303572
35992,2,5,5.84,-9.680171639
35993,3,5,5.853333333,-9.595168374
35994,4,5,5.866666667,-9.515051618
35995,5,5,5.88,-9.439582314
35996,6,5,5.893333333,-9.368527785
35997,7,5,5.906666667,-9.301663879
35998,8,5,5.92,-9.238776261
35999,9,5,5.933333333,-9.179661119
36000,1,6,5.946666667,-9.124125434
36001,2,6,5.96,-9.071986956
36002,3,6,5.973333333,-9.023073969
36003,4,6,5.986666667,-8.977224926
36004,5,6,6,-8.934287999
36005,6,6,6.013333333,-8.894120569
36006,7,6,6.026666667,-8.856588708
36007,8,6,6.04,-8.821566643
